image_index,algorithm,jpeg_quality,match_count,is_pass,read_time,write_time,encode_time,decode_time
000019,dwtDct,80,12,False,0.0408,0.0276,0.1092,0.0983
000019,dwtDct,50,25,False,0.0287,0.0360,0.1114,0.1246
000019,dwtDct,10,21,False,0.0288,0.0244,0.1094,0.0925
000020,dwtDct,100,29,False,0.0408,0.0686,0.1112,0.1234
000020,dwtDct,95,34,False,0.0270,0.0269,0.1097,0.0988
000020,dwtDct,90,32,False,0.0271,0.0257,0.1112,0.1060
000020,dwtDct,80,32,False,0.0393,0.0249,0.1094,0.0965
000020,dwtDct,50,28,False,0.0270,0.0361,0.1109,0.0901
000020,dwtDct,10,27,False,0.0270,0.0266,0.1091,0.0911
000021,dwtDct,100,48,True,0.0270,0.0715,0.1104,0.1191
000021,dwtDct,95,44,True,0.0405,0.0371,0.1087,0.1080
000021,dwtDct,90,27,False,0.0262,0.0266,0.1106,0.1040
000021,dwtDct,80,21,False,0.0269,0.0252,0.1087,0.0961
000021,dwtDct,50,21,False,0.0262,0.0238,0.1104,0.0912
000021,dwtDct,10,27,False,0.0426,0.3158,0.1120,0.0915
000022,dwtDct,100,48,True,0.0266,0.0790,0.1106,0.1227
000022,dwtDct,95,21,False,0.0421,0.0295,0.1087,0.1081
000022,dwtDct,90,21,False,0.0258,0.0273,0.1110,0.0988
000022,dwtDct,80,21,False,0.0266,0.1831,0.1090,0.4840
000022,dwtDct,50,21,False,0.0392,0.0383,0.1117,0.1068
000022,dwtDct,10,21,False,0.0266,0.0288,0.1082,0.0921
000023,dwtDct,100,48,True,0.0270,0.0675,0.1105,0.1146
000023,dwtDct,95,28,False,0.0379,0.0270,0.1088,0.0977
000023,dwtDct,90,25,False,0.0261,0.0350,0.1111,0.0941
000023,dwtDct,80,22,False,0.0268,0.0260,0.1091,0.0952
000023,dwtDct,50,21,False,0.0261,0.0371,0.1106,0.0928
000023,dwtDct,10,21,False,0.0383,0.3362,0.1104,0.0937
000024,dwtDct,100,39,True,0.0280,0.0909,0.1112,0.1193
000024,dwtDct,95,45,True,0.0389,0.0279,0.1092,0.2589
000024,dwtDct,90,40,True,0.0313,0.0267,0.1115,0.0964
000024,dwtDct,80,35,True,0.0280,0.0298,0.1088,0.0961
000024,dwtDct,50,26,False,0.0386,0.0305,0.1112,0.0934
000024,dwtDct,10,26,False,0.0271,0.0234,0.1092,0.0940
000025,dwtDct,100,41,True,0.0280,0.0742,0.1111,0.1491
000025,dwtDct,95,42,True,0.0393,0.0296,0.1095,0.1012
000025,dwtDct,90,38,True,0.0273,0.0283,0.1105,0.0964
000025,dwtDct,80,31,False,0.0280,0.0284,0.1096,0.1056
000025,dwtDct,50,26,False,0.0273,0.0251,0.1110,0.0935
000025,dwtDct,10,27,False,0.0389,0.0292,0.1093,0.0913
000026,dwtDct,100,48,True,0.0289,0.0866,0.1111,0.1248
000026,dwtDct,95,46,True,0.0281,0.0300,0.1094,0.1907
000026,dwtDct,90,31,False,0.0394,0.0271,0.1111,0.0978
000026,dwtDct,80,28,False,0.0294,0.0265,0.1089,0.0968
000026,dwtDct,50,25,False,0.0280,0.0253,0.1109,0.0946
000026,dwtDct,10,26,False,0.0392,0.0253,0.1092,0.0936
000027,dwtDct,100,27,False,0.0271,0.0749,0.1109,0.1195
000027,dwtDct,95,30,False,0.0264,0.3598,0.1088,0.1920
000027,dwtDct,90,27,False,0.0445,0.0265,0.1109,0.0960
000027,dwtDct,80,27,False,0.0264,0.0261,0.1089,0.0971
000027,dwtDct,50,27,False,0.0264,0.0247,0.1109,0.0934
000027,dwtDct,10,27,False,0.0264,0.1055,0.1096,0.2578
000028,dwtDct,100,48,True,0.0432,0.0761,0.1113,0.1247
000028,dwtDct,95,21,False,0.0281,0.0473,0.1094,0.1012
000028,dwtDct,90,21,False,0.0280,0.0263,0.1112,0.1001
000028,dwtDct,80,21,False,0.0407,0.5769,0.1102,0.2863
000028,dwtDct,50,21,False,0.0408,0.0258,0.1116,0.0938
000028,dwtDct,10,21,False,0.0281,0.0256,0.1095,0.0918
000029,dwtDct,100,39,True,0.0266,0.0934,0.1104,0.3027
000029,dwtDct,95,40,True,0.0419,0.3823,0.1089,0.1052
000029,dwtDct,90,34,False,0.0267,0.4942,0.1112,0.2870
000029,dwtDct,80,34,False,0.0378,0.0246,0.1095,0.0960
000029,dwtDct,50,35,True,0.0266,0.2220,0.1141,0.0991
000029,dwtDct,10,34,False,0.0259,0.0399,0.1089,0.0916
000000,dwtDctSvd,100,48,True,0.0280,0.6548,0.3739,0.3718
000000,dwtDctSvd,95,48,True,0.0533,0.2067,0.3746,0.2358
000000,dwtDctSvd,90,48,True,0.0280,0.0285,0.3468,0.2291
000000,dwtDctSvd,80,48,True,0.0415,0.1011,0.3409,0.2478
000000,dwtDctSvd,50,44,True,0.0281,0.0324,0.3718,0.2357
000000,dwtDctSvd,10,21,False,0.0445,0.0273,0.3695,0.2208
000001,dwtDctSvd,100,48,True,0.0262,0.0800,0.3668,0.2781
000001,dwtDctSvd,95,48,True,0.0437,0.0300,0.3678,0.2638
000001,dwtDctSvd,90,48,True,0.0302,0.0654,0.3690,0.2530
000001,dwtDctSvd,80,48,True,0.0369,0.0370,0.3663,0.2458
000001,dwtDctSvd,50,46,True,0.0262,0.0255,0.3705,0.2360
000001,dwtDctSvd,10,21,False,0.0415,0.0289,0.3658,0.2259
000002,dwtDctSvd,100,48,True,0.0273,0.0904,0.3658,0.2697
000002,dwtDctSvd,95,48,True,0.0384,0.0308,0.3576,0.2491
000002,dwtDctSvd,90,48,True,0.0322,0.0273,0.3641,0.2485
000002,dwtDctSvd,80,48,True,0.0380,0.0404,0.3637,0.2445
000002,dwtDctSvd,50,34,False,0.0274,0.0254,0.3645,0.2324
000002,dwtDctSvd,10,21,False,0.0429,0.0268,0.3625,0.2189
000003,dwtDctSvd,100,48,True,0.0273,0.0871,0.3701,0.2744
000003,dwtDctSvd,95,48,True,0.0386,0.0460,0.3661,0.2504
000003,dwtDctSvd,90,48,True,0.0316,0.0328,0.3687,0.2448
000003,dwtDctSvd,80,48,True,0.0383,0.0488,0.3634,0.2453
000003,dwtDctSvd,50,35,True,0.0274,0.0286,0.3672,0.2347
000003,dwtDctSvd,10,21,False,0.0482,0.0259,0.3643,0.2251
000004,dwtDctSvd,100,48,True,0.0311,0.0781,0.3716,0.2765
000004,dwtDctSvd,95,48,True,0.0427,0.0324,0.3705,0.2580
000004,dwtDctSvd,90,48,True,0.0355,0.0293,0.3737,0.2352
000004,dwtDctSvd,80,48,True,0.0422,0.0343,0.3455,0.2341
000004,dwtDctSvd,50,39,True,0.0313,0.0271,0.3447,0.2585
000004,dwtDctSvd,10,16,False,0.0581,0.0241,0.3446,0.2243
000005,dwtDctSvd,100,48,True,0.0302,0.0745,0.3459,0.2574
000005,dwtDctSvd,95,48,True,0.0408,0.0319,0.3436,0.2481
000005,dwtDctSvd,90,48,True,0.0346,0.0293,0.3446,0.2317
000005,dwtDctSvd,80,48,True,0.0455,0.0277,0.3439,0.2486
000005,dwtDctSvd,50,47,True,0.0301,0.0286,0.3469,0.2245
000005,dwtDctSvd,10,21,False,0.0456,0.0266,0.3426,0.2109
000006,dwtDctSvd,100,48,True,0.0290,0.0677,0.3439,0.2692
000006,dwtDctSvd,95,48,True,0.0381,0.0261,0.3411,0.2280
000006,dwtDctSvd,90,48,True,0.0320,0.0257,0.3433,0.2243
000006,dwtDctSvd,80,48,True,0.0386,0.0251,0.3417,0.2238
000006,dwtDctSvd,50,42,True,0.0276,0.0237,0.3425,0.2120
000006,dwtDctSvd,10,21,False,0.0448,0.0243,0.3411,0.2043
000007,dwtDctSvd,100,48,True,0.0275,0.0813,0.3439,0.2746
000007,dwtDctSvd,95,48,True,0.0425,0.0265,0.3673,0.2523
000007,dwtDctSvd,90,48,True,0.0275,0.0256,0.3749,0.2465
000007,dwtDctSvd,80,48,True,0.0393,0.0274,0.3676,0.2591
000007,dwtDctSvd,50,36,True,0.0318,0.0257,0.3679,0.2371
000007,dwtDctSvd,10,21,False,0.0386,0.0236,0.3731,0.2300
000008,dwtDctSvd,100,48,True,0.0252,0.0673,0.3661,0.2631
000008,dwtDctSvd,95,48,True,0.0408,0.0274,0.3624,0.2493
000008,dwtDctSvd,90,48,True,0.0251,0.0276,0.3615,0.2474
000008,dwtDctSvd,80,48,True,0.0358,0.0268,0.3658,0.2462
000008,dwtDctSvd,50,44,True,0.0298,0.0262,0.3664,0.2381
000008,dwtDctSvd,10,21,False,0.0370,0.0235,0.3645,0.2273
000009,dwtDctSvd,100,48,True,0.0290,0.0793,0.3710,0.2797
000009,dwtDctSvd,95,48,True,0.0445,0.0289,0.3674,0.2529
000009,dwtDctSvd,90,48,True,0.0291,0.3247,0.3737,0.2592
000009,dwtDctSvd,80,48,True,0.0404,0.0273,0.3658,0.2510
000009,dwtDctSvd,50,45,True,0.0283,0.0268,0.3684,0.2215
000009,dwtDctSvd,10,21,False,0.0454,0.0253,0.3411,0.2112
000010,dwtDctSvd,100,48,True,0.0286,0.0851,0.3361,0.2617
000010,dwtDctSvd,95,48,True,0.0394,0.0321,0.3364,0.2299
000010,dwtDctSvd,90,48,True,0.0323,0.0309,0.3380,0.2221
000010,dwtDctSvd,80,48,True,0.0425,0.0279,0.3337,0.2401
000010,dwtDctSvd,50,21,False,0.0286,0.0269,0.3358,0.1958
000010,dwtDctSvd,10,21,False,0.0403,0.0254,0.3355,0.1905
000011,dwtDctSvd,100,48,True,0.0264,0.0850,0.3421,0.2553
000011,dwtDctSvd,95,48,True,0.0416,0.0310,0.3421,0.2315
000011,dwtDctSvd,90,48,True,0.0287,0.0271,0.3417,0.2261
000011,dwtDctSvd,80,48,True,0.0369,0.0278,0.3394,0.2283
000011,dwtDctSvd,50,41,True,0.0307,0.0251,0.3426,0.2150
000011,dwtDctSvd,10,21,False,0.0379,0.0346,0.3406,0.2001
000012,dwtDctSvd,100,48,True,0.0288,0.0749,0.3406,0.2553
000012,dwtDctSvd,95,48,True,0.0605,0.0283,0.3394,0.2496
000012,dwtDctSvd,90,48,True,0.0287,0.0266,0.3410,0.2279
000012,dwtDctSvd,80,48,True,0.0405,0.0260,0.3392,0.2270
000012,dwtDctSvd,50,46,True,0.0331,0.0288,0.3405,0.2203
000012,dwtDctSvd,10,21,False,0.0394,0.0243,0.3436,0.2068
000013,dwtDctSvd,100,48,True,0.0268,0.0962,0.3373,0.2518
000013,dwtDctSvd,95,48,True,0.0432,0.0277,0.3386,0.2311
000013,dwtDctSvd,90,48,True,0.0270,0.0269,0.3391,0.2257
000013,dwtDctSvd,80,48,True,0.0426,0.0278,0.3360,0.2275
000013,dwtDctSvd,50,40,True,0.0317,0.0257,0.3396,0.2142
000013,dwtDctSvd,10,21,False,0.0461,0.0253,0.3371,0.2183
000014,dwtDctSvd,100,48,True,0.0259,0.0739,0.3418,0.2510
000014,dwtDctSvd,95,48,True,0.0413,0.0290,0.3408,0.2338
000014,dwtDctSvd,90,48,True,0.0261,0.0273,0.3438,0.2326
000014,dwtDctSvd,80,48,True,0.0368,0.0261,0.3419,0.2306
000014,dwtDctSvd,50,43,True,0.0306,0.0259,0.3422,0.2405
000014,dwtDctSvd,10,21,False,0.0376,0.0248,0.3407,0.2110
000015,dwtDctSvd,100,48,True,0.0268,0.0785,0.3411,0.2546
000015,dwtDctSvd,95,48,True,0.0419,0.0299,0.3379,0.2321
000015,dwtDctSvd,90,48,True,0.0268,0.0279,0.3375,0.2282
000015,dwtDctSvd,80,48,True,0.0377,0.0420,0.3369,0.2284
000015,dwtDctSvd,50,46,True,0.0310,0.0260,0.3409,0.2206
000015,dwtDctSvd,10,21,False,0.0375,0.0261,0.3385,0.2079
000016,dwtDctSvd,100,48,True,0.0264,0.0653,0.3355,0.2456
000016,dwtDctSvd,95,48,True,0.0424,0.0280,0.3326,0.2277
000016,dwtDctSvd,90,48,True,0.0264,0.0271,0.3357,0.2225
000016,dwtDctSvd,80,48,True,0.0373,0.0257,0.3326,0.2230
000016,dwtDctSvd,50,22,False,0.0264,0.0251,0.3372,0.2111
000016,dwtDctSvd,10,21,False,0.0378,0.0234,0.3331,0.2023
000017,dwtDctSvd,100,48,True,0.0273,0.0809,0.3392,0.2577
000017,dwtDctSvd,95,48,True,0.0383,0.0349,0.3364,0.2348
000017,dwtDctSvd,90,48,True,0.0316,0.0326,0.3388,0.2272
000017,dwtDctSvd,80,48,True,0.0400,0.0299,0.3364,0.2250
000017,dwtDctSvd,50,21,False,0.0273,0.0297,0.3404,0.2248
000017,dwtDctSvd,10,21,False,0.0461,0.0272,0.3659,0.2133
000018,dwtDctSvd,100,48,True,0.0272,0.0736,0.3718,0.2732
000018,dwtDctSvd,95,48,True,0.0367,0.0274,0.3714,0.2489
000018,dwtDctSvd,90,48,True,0.0304,0.0269,0.3719,0.2439
000018,dwtDctSvd,80,48,True,0.0373,0.0253,0.3673,0.2423
000018,dwtDctSvd,50,37,True,0.0263,0.0244,0.3698,0.2333
000018,dwtDctSvd,10,27,False,0.0422,1.1753,0.3684,0.6674
000019,dwtDctSvd,100,48,True,0.0417,0.1488,0.3408,0.2564
000019,dwtDctSvd,95,48,True,0.0287,0.0314,0.3410,0.2389
000019,dwtDctSvd,90,48,True,0.0465,0.0306,0.3419,0.2347
000019,dwtDctSvd,80,48,True,0.0287,0.0576,0.3411,0.2281
000019,dwtDctSvd,50,46,True,0.0442,0.0267,0.3420,0.2184
000019,dwtDctSvd,10,13,False,0.0339,0.0256,0.3424,0.2113
000020,dwtDctSvd,100,48,True,0.0399,0.0730,0.3440,0.2553
000020,dwtDctSvd,95,48,True,0.0271,0.0268,0.3427,0.2303
000020,dwtDctSvd,90,48,True,0.0438,0.0280,0.3435,0.2276
000020,dwtDctSvd,80,48,True,0.0271,0.0306,0.3422,0.2259
000020,dwtDctSvd,50,42,True,0.0396,0.0249,0.3761,0.2340
000020,dwtDctSvd,10,21,False,0.0319,0.0243,0.3751,0.2008
000021,dwtDctSvd,100,48,True,0.0385,0.0702,0.3440,0.2691
000021,dwtDctSvd,95,48,True,0.0263,0.0270,0.3727,0.2510
000021,dwtDctSvd,90,48,True,0.0432,0.1453,0.3719,0.2503
000021,dwtDctSvd,80,48,True,0.0262,0.0268,0.3694,0.2446
000021,dwtDctSvd,50,43,True,0.0385,0.0259,0.3718,0.2257
000021,dwtDctSvd,10,21,False,0.0308,0.0242,0.3406,0.2042
000022,dwtDctSvd,100,48,True,0.0383,0.0769,0.3368,0.2512
000022,dwtDctSvd,95,48,True,0.0258,0.0298,0.3342,0.2298
000022,dwtDctSvd,90,48,True,0.0426,0.0275,0.3366,0.2211
000022,dwtDctSvd,80,48,True,0.0259,0.0263,0.3343,0.2235
000022,dwtDctSvd,50,21,False,0.0480,0.0241,0.3377,0.1963
000022,dwtDctSvd,10,21,False,0.0259,0.0240,0.3334,0.1955
000023,dwtDctSvd,100,48,True,0.0465,0.0675,0.3423,0.2500
000023,dwtDctSvd,95,48,True,0.0308,0.0265,0.3380,0.2301
000023,dwtDctSvd,90,48,True,0.0384,0.0279,0.3420,0.2272
000023,dwtDctSvd,80,48,True,0.0263,0.0254,0.3411,0.2249
000023,dwtDctSvd,50,40,True,0.0436,0.0234,0.3430,0.2161
000023,dwtDctSvd,10,21,False,0.0262,0.0240,0.3368,0.2110
000024,dwtDctSvd,100,48,True,0.0393,0.0738,0.3445,0.2695
000024,dwtDctSvd,95,48,True,0.0317,0.0270,0.3416,0.2323
000024,dwtDctSvd,90,48,True,0.0395,0.0262,0.3463,0.2299
000024,dwtDctSvd,80,48,True,0.0271,0.0271,0.3454,0.2291
000024,dwtDctSvd,50,48,True,0.0437,0.0254,0.3457,0.2220
000024,dwtDctSvd,10,21,False,0.0272,2.0468,0.3451,0.9837
000025,dwtDctSvd,100,48,True,0.0622,0.8461,0.3435,0.5513
000025,dwtDctSvd,95,48,True,0.0393,0.0267,0.3421,0.2344
000025,dwtDctSvd,90,48,True,0.0273,0.0283,0.3433,0.2297
000025,dwtDctSvd,80,48,True,0.0391,0.0320,0.3424,0.2302
000025,dwtDctSvd,50,41,True,0.0442,0.0266,0.3447,2.2734
000025,dwtDctSvd,10,21,False,0.0399,0.0235,0.3695,0.2210
000026,dwtDctSvd,100,48,True,0.0288,0.0794,0.3713,0.2767
000026,dwtDctSvd,95,48,True,0.0401,0.1057,0.3712,0.2879
000026,dwtDctSvd,90,48,True,0.0288,0.0281,0.3723,0.2509
000026,dwtDctSvd,80,48,True,0.0539,0.0259,0.3721,0.2484
000026,dwtDctSvd,50,46,True,0.0288,0.0256,0.3733,0.2424
000026,dwtDctSvd,10,21,False,0.0399,0.0249,0.3686,0.2309
000027,dwtDctSvd,100,48,True,0.0314,0.2258,0.3713,0.3199
000027,dwtDctSvd,95,48,True,0.0435,0.0280,0.3709,0.2485
000027,dwtDctSvd,90,48,True,0.0264,0.0271,0.3703,0.2464
000027,dwtDctSvd,80,48,True,0.0394,0.0441,0.3676,0.2444
000027,dwtDctSvd,50,46,True,0.0306,0.0255,0.3698,0.2348
000027,dwtDctSvd,10,21,False,0.0396,0.0279,0.3708,0.2222
000028,dwtDctSvd,100,48,True,0.0291,0.1014,0.3726,0.2757
000028,dwtDctSvd,95,48,True,0.0439,0.0296,0.3686,0.2540
000028,dwtDctSvd,90,48,True,0.0288,0.0270,0.3704,0.2493
000028,dwtDctSvd,80,48,True,0.0403,0.0313,0.3696,0.2475
000028,dwtDctSvd,50,46,True,0.0336,0.0304,0.3718,0.2453
000028,dwtDctSvd,10,21,False,0.0405,0.0291,0.3689,0.2245
000029,dwtDctSvd,100,48,True,0.0268,0.0791,0.3661,0.2721
000029,dwtDctSvd,95,48,True,0.0423,0.0301,0.3650,0.2512
000029,dwtDctSvd,90,48,True,0.0266,0.0281,0.3678,0.2473
000029,dwtDctSvd,80,48,True,0.0378,0.0262,0.3645,0.2447
000029,dwtDctSvd,50,24,False,0.0316,0.0256,0.3686,0.2344
000029,dwtDctSvd,10,21,False,0.0382,0.0252,0.3650,0.2205
